species,accession,title,length,organism,taxid,create_date,update_date,gi,extra,subtype,subname
Gracilaria coronopifolia,HQ421518,"Gracilaria coronopifolia voucher ARS02322 23S ribosomal RNA gene, partial sequence; plastid",408,,439548,2011/03/28,2011/03/28,326662949,gi|326662949|gb|HQ421518.1|[326662949],,
Gracilaria coronopifolia,HQ421253,"Gracilaria coronopifolia voucher ARS03578 23S ribosomal RNA gene, partial sequence; plastid",409,,439548,2011/03/28,2011/03/28,326662684,gi|326662684|gb|HQ421253.1|[326662684],,
Gracilaria coronopifolia,HQ420985,"Gracilaria coronopifolia voucher ARS02893 23S ribosomal RNA gene, partial sequence; plastid",409,,439548,2011/03/28,2011/03/28,326662417,gi|326662417|gb|HQ420985.1|[326662417],,
Gracilaria coronopifolia,HQ420928,"Gracilaria coronopifolia voucher ARS01459 23S ribosomal RNA gene, partial sequence; plastid",409,,439548,2011/03/28,2011/03/28,326662360,gi|326662360|gb|HQ420928.1|[326662360],,
Gracilaria coronopifolia,EF426614,"Gracilaria coronopifolia isolate 00184 23S ribosomal RNA gene, partial sequence; plastid",410,,439548,2007/06/01,2009/02/02,146161042,gi|146161042|gb|EF426614.1|[146161042],,
Gracilaria parvispora,LC821037,"Gracilaria parvispora MAS-01213 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds",768,,448387,2025/04/12,2025/04/12,2955316643,gi|2955316643|dbj|LC821037.1|[2955316643],,
Gracilaria parvispora,LC821279,"Gracilaria parvispora MAS-01213 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds",1299,,448387,2025/04/12,2025/04/12,2955316165,gi|2955316165|dbj|LC821279.1|[2955316165],,
Gracilaria parvispora,JBHZFV000000000,"Gracilaria parvispora isolate MMT70R6XTX, whole genome shotgun sequencing project",159925,,448387,2024/10/10,2024/10/10,2814875292,gi|2814875292|gb|JBHZFV000000000.1|JBHZFV010000000[2814875292],,
Gracilaria parvispora,OP669573,"Gracilaria parvispora ZZ4-2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1335,,448387,2023/04/04,2023/04/04,2368056854,gi|2368056854|gb|OP669573.1|[2368056854],,
Gracilaria parvispora,OP669572,"Gracilaria parvispora ZZ4-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1335,,448387,2023/04/04,2023/04/04,2368056852,gi|2368056852|gb|OP669572.1|[2368056852],,
Gracilaria parvispora,OP669571,"Gracilaria parvispora TWR3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1335,,448387,2023/04/04,2023/04/04,2368056850,gi|2368056850|gb|OP669571.1|[2368056850],,
Gracilaria parvispora,OP669570,"Gracilaria parvispora AST82686 B.M. Xia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",120,,448387,2023/04/04,2023/04/04,2368056848,gi|2368056848|gb|OP669570.1|[2368056848],,
Gracilaria parvispora,ON527807,"Gracilaria parvispora isolate SV6 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1134,,448387,2023/02/15,2023/02/15,2442379289,gi|2442379289|gb|ON527807.1|[2442379289],,
Gracilaria parvispora,ON527806,"Gracilaria parvispora isolate EB12 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1134,,448387,2023/02/15,2023/02/15,2442379287,gi|2442379287|gb|ON527806.1|[2442379287],,
Gracilaria parvispora,ON527805,"Gracilaria parvispora isolate PA7 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1134,,448387,2023/02/15,2023/02/15,2442379285,gi|2442379285|gb|ON527805.1|[2442379285],,
Gracilaria parvispora,ON527804,"Gracilaria parvispora isolate EB1 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1134,,448387,2023/02/15,2023/02/15,2442379283,gi|2442379283|gb|ON527804.1|[2442379283],,
Gracilaria parvispora,ON527803,"Gracilaria parvispora isolate PA6 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1134,,448387,2023/02/15,2023/02/15,2442379281,gi|2442379281|gb|ON527803.1|[2442379281],,
Gracilaria parvispora,ON527802,"Gracilaria parvispora isolate PA15 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1134,,448387,2023/02/15,2023/02/15,2442379279,gi|2442379279|gb|ON527802.1|[2442379279],,
Gracilaria parvispora,ON181224,"UNVERIFIED: Gracilaria parvispora isolate SV6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit-like gene, partial sequence; chloroplast",1146,,448387,2023/01/31,2023/01/31,2431686454,gi|2431686454|gb|ON181224.1|[2431686454],,
Gracilaria parvispora,ON181223,"UNVERIFIED: Gracilaria parvispora isolate EB12 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit-like gene, partial sequence; chloroplast",1148,,448387,2023/01/31,2023/01/31,2431686453,gi|2431686453|gb|ON181223.1|[2431686453],,
Gracilaria parvispora,ON181222,"UNVERIFIED: Gracilaria parvispora isolate PA7 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit-like gene, partial sequence; chloroplast",1148,,448387,2023/01/31,2023/01/31,2431686452,gi|2431686452|gb|ON181222.1|[2431686452],,
Gracilaria parvispora,ON181221,"UNVERIFIED: Gracilaria parvispora isolate EB1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit-like gene, partial sequence; chloroplast",1148,,448387,2023/01/31,2023/01/31,2431686451,gi|2431686451|gb|ON181221.1|[2431686451],,
Gracilaria parvispora,ON181220,"UNVERIFIED: Gracilaria parvispora isolate PA6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit-like gene, partial sequence; chloroplast",1148,,448387,2023/01/31,2023/01/31,2431686450,gi|2431686450|gb|ON181220.1|[2431686450],,
Gracilaria parvispora,ON181219,"UNVERIFIED: Gracilaria parvispora isolate PA15 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit-like gene, partial sequence; chloroplast",1146,,448387,2023/01/31,2023/01/31,2431686449,gi|2431686449|gb|ON181219.1|[2431686449],,
Gracilaria parvispora,HQ422571,"Gracilaria parvispora voucher ARS02757 28S ribosomal RNA gene, partial sequence",641,,448387,2011/03/27,2021/10/13,326535327,gi|326535327|gb|HQ422571.1|[326535327],,
Gracilaria parvispora,HQ422570,"Gracilaria parvispora voucher ARS02756 28S ribosomal RNA gene, partial sequence",601,,448387,2011/03/27,2021/10/13,326535326,gi|326535326|gb|HQ422570.1|[326535326],,
Gracilaria parvispora,HQ422431,"Gracilaria parvispora voucher ARS00950 28S ribosomal RNA gene, partial sequence",601,,448387,2011/03/27,2021/10/13,326535187,gi|326535187|gb|HQ422431.1|[326535187],,
Gracilaria parvispora,HQ422430,"Gracilaria parvispora voucher ARS00949 28S ribosomal RNA gene, partial sequence",601,,448387,2011/03/27,2021/10/13,326535186,gi|326535186|gb|HQ422430.1|[326535186],,
Gracilaria parvispora,HQ422206,"Gracilaria parvispora voucher ARS03577 28S ribosomal RNA gene, partial sequence",641,,448387,2011/03/27,2021/10/13,326534962,gi|326534962|gb|HQ422206.1|[326534962],,
Gracilaria parvispora,HQ422134,"Gracilaria parvispora voucher ARS03514 28S ribosomal RNA gene, partial sequence",640,,448387,2011/03/27,2021/10/13,326534890,gi|326534890|gb|HQ422134.1|[326534890],,
Gracilaria parvispora,KY056221,"Gracilaria parvispora voucher EC01 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",936,,448387,2017/10/10,2017/10/10,1251770651,gi|1251770651|gb|KY056221.1|[1251770651],,
Gracilaria parvispora,KY056220,"Gracilaria parvispora voucher EC01 cytochrome oxidase subunit 2 (cox2) gene, partial cds; mitochondrial",178,,448387,2017/10/10,2017/10/10,1251770649,gi|1251770649|gb|KY056220.1|[1251770649],,
Gracilaria parvispora,KY056219,"Gracilaria parvispora voucher EC01 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial",826,,448387,2017/10/10,2017/10/10,1251770647,gi|1251770647|gb|KY056219.1|[1251770647],,
Gracilaria parvispora,KC113599,"Gracilaria parvispora isolate 482 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",1439,,448387,2013/02/02,2016/07/26,443909706,gi|443909706|gb|KC113599.1|[443909706],,
Gracilaria parvispora,KC113598,"Gracilaria parvispora isolate 774 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",1391,,448387,2013/02/02,2016/07/26,443909704,gi|443909704|gb|KC113598.1|[443909704],,
Gracilaria parvispora,KC113597,"Gracilaria parvispora isolate 1054 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",1441,,448387,2013/02/02,2016/07/26,443909702,gi|443909702|gb|KC113597.1|[443909702],,
Gracilaria parvispora,KC113596,"Gracilaria parvispora isolate 111 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",627,,448387,2013/02/02,2016/07/26,443909700,gi|443909700|gb|KC113596.1|[443909700],,
Gracilaria parvispora,JQ026040,"Gracilaria parvispora voucher GB0601 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",1171,,448387,2014/12/01,2016/07/26,410446149,gi|410446149|gb|JQ026040.1|[410446149],,
Gracilaria parvispora,HQ880639,"Gracilaria parvispora voucher NM194 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1390,,448387,2011/07/26,2016/07/25,340796259,gi|340796259|gb|HQ880639.1|[340796259],,
Gracilaria parvispora,HQ880638,"Gracilaria parvispora voucher NM119 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1390,,448387,2011/07/26,2016/07/25,340796257,gi|340796257|gb|HQ880638.1|[340796257],,
Gracilaria parvispora,HQ880637,"Gracilaria parvispora voucher NM104 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1390,,448387,2011/07/26,2016/07/25,340796255,gi|340796255|gb|HQ880637.1|[340796255],,
Gracilaria parvispora,HQ322047,"Gracilaria parvispora voucher GB0601 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",661,,448387,2011/07/19,2016/07/25,339958652,gi|339958652|gb|HQ322047.1|[339958652],,
Gracilaria parvispora,HQ322038,"Gracilaria parvispora voucher JD100404-20 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",661,,448387,2011/07/19,2016/07/25,339958634,gi|339958634|gb|HQ322038.1|[339958634],,
Gracilaria parvispora,HQ322037,"Gracilaria parvispora voucher MI59 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",661,,448387,2011/07/19,2016/07/25,339958632,gi|339958632|gb|HQ322037.1|[339958632],,
Gracilaria parvispora,HQ322036,"Gracilaria parvispora voucher MI60 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",661,,448387,2011/07/19,2016/07/25,339958630,gi|339958630|gb|HQ322036.1|[339958630],,
Gracilaria parvispora,HQ322035,"Gracilaria parvispora voucher MI61 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",661,,448387,2011/07/19,2016/07/25,339958628,gi|339958628|gb|HQ322035.1|[339958628],,
Gracilaria parvispora,HQ322034,"Gracilaria parvispora voucher G074 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",661,,448387,2011/07/19,2016/07/25,339958626,gi|339958626|gb|HQ322034.1|[339958626],,
Gracilaria parvispora,HQ322033,"Gracilaria parvispora voucher G153 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",661,,448387,2011/07/19,2016/07/25,339958624,gi|339958624|gb|HQ322033.1|[339958624],,
Gracilaria parvispora,HQ322032,"Gracilaria parvispora voucher G154 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",661,,448387,2011/07/19,2016/07/25,339958622,gi|339958622|gb|HQ322032.1|[339958622],,
Gracilaria parvispora,HQ322030,"Gracilaria parvispora voucher GM51 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",661,,448387,2011/07/19,2016/07/25,339958618,gi|339958618|gb|HQ322030.1|[339958618],,
Gracilaria parvispora,HQ322029,"Gracilaria parvispora voucher G143 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",639,,448387,2011/07/19,2016/07/25,339958616,gi|339958616|gb|HQ322029.1|[339958616],,
Gracilaria parvispora,HQ322028,"Gracilaria parvispora voucher G150 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",642,,448387,2011/07/19,2016/07/25,339958614,gi|339958614|gb|HQ322028.1|[339958614],,
Gracilaria parvispora,HQ322027,"Gracilaria parvispora voucher G152 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",642,,448387,2011/07/19,2016/07/25,339958612,gi|339958612|gb|HQ322027.1|[339958612],,
Gracilaria parvispora,EF434945,"Gracilaria parvispora voucher G671 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",1425,,448387,2008/02/28,2016/07/23,151177054,gi|151177054|gb|EF434945.1|[151177054],,
Gracilaria parvispora,EF434944,"Gracilaria parvispora voucher G280 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",1425,,448387,2008/02/28,2016/07/23,151177052,gi|151177052|gb|EF434944.1|[151177052],,
Gracilaria parvispora,EF434943,"Gracilaria parvispora voucher G435 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",1425,,448387,2008/02/28,2016/07/23,151177050,gi|151177050|gb|EF434943.1|[151177050],,
Gracilaria parvispora,EF434942,"Gracilaria parvispora voucher G425 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",1425,,448387,2008/02/28,2016/07/23,151177048,gi|151177048|gb|EF434942.1|[151177048],,
Gracilaria parvispora,EF434922,"Gracilaria parvispora voucher G671 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial",1245,,448387,2008/02/28,2016/07/23,151177008,gi|151177008|gb|EF434922.1|[151177008],,
Gracilaria parvispora,EF434921,"Gracilaria parvispora voucher G425 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial",1245,,448387,2008/02/28,2016/07/23,151177006,gi|151177006|gb|EF434921.1|[151177006],,
Gracilaria parvispora,KF475739,"Gracilaria parvispora voucher GB0601 23S ribosomal RNA (UPA) gene, partial sequence; chloroplast",378,,448387,2015/07/31,2015/07/31,545910545,gi|545910545|gb|KF475739.1|[545910545],,
Gracilaria parvispora,KC113595,"Gracilaria parvispora isolate G718 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1367,,448387,2013/02/02,2013/02/02,443909698,gi|443909698|gb|KC113595.1|[443909698],,
Gracilaria parvispora,KC113594,"Gracilaria parvispora isolate G435 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1367,,448387,2013/02/02,2013/02/02,443909696,gi|443909696|gb|KC113594.1|[443909696],,
Gracilaria parvispora,KC113593,"Gracilaria parvispora isolate G280 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1343,,448387,2013/02/02,2013/02/02,443909694,gi|443909694|gb|KC113593.1|[443909694],,
Gracilaria parvispora,KC113592,"Gracilaria parvispora isolate 482 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1367,,448387,2013/02/02,2013/02/02,443909692,gi|443909692|gb|KC113592.1|[443909692],,
Gracilaria parvispora,KC113591,"Gracilaria parvispora isolate 774 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1366,,448387,2013/02/02,2013/02/02,443909690,gi|443909690|gb|KC113591.1|[443909690],,
Gracilaria parvispora,KC113590,"Gracilaria parvispora isolate 111 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",677,,448387,2013/02/02,2013/02/02,443909688,gi|443909688|gb|KC113590.1|[443909688],,
Gracilaria parvispora,HQ422915,"Gracilaria parvispora voucher ARS03514 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",616,,448387,2011/04/04,2011/04/04,327243864,gi|327243864|gb|HQ422915.1|[327243864],,
Gracilaria parvispora,HQ421541,"Gracilaria parvispora voucher ARS00778 23S ribosomal RNA gene, partial sequence; plastid",409,,448387,2011/03/28,2011/03/28,326662972,gi|326662972|gb|HQ421541.1|[326662972],,
Gracilaria parvispora,HQ421512,"Gracilaria parvispora voucher ARS00950 23S ribosomal RNA gene, partial sequence; plastid",369,,448387,2011/03/28,2011/03/28,326662943,gi|326662943|gb|HQ421512.1|[326662943],,
Gracilaria parvispora,HQ421511,"Gracilaria parvispora voucher ARS00949 23S ribosomal RNA gene, partial sequence; plastid",369,,448387,2011/03/28,2011/03/28,326662942,gi|326662942|gb|HQ421511.1|[326662942],,
Gracilaria parvispora,HQ421390,"Gracilaria parvispora voucher ARS04467 23S ribosomal RNA gene, partial sequence; plastid",409,,448387,2011/03/28,2011/03/28,326662821,gi|326662821|gb|HQ421390.1|[326662821],,
Gracilaria parvispora,HQ421281,"Gracilaria parvispora voucher ARS03606 23S ribosomal RNA gene, partial sequence; plastid",409,,448387,2011/03/28,2011/03/28,326662712,gi|326662712|gb|HQ421281.1|[326662712],,
Gracilaria parvispora,HQ421269,"Gracilaria parvispora voucher ARS03514 23S ribosomal RNA gene, partial sequence; plastid",409,,448387,2011/03/28,2011/03/28,326662700,gi|326662700|gb|HQ421269.1|[326662700],,
Gracilaria parvispora,HQ421255,"Gracilaria parvispora voucher ARS03577 23S ribosomal RNA gene, partial sequence; plastid",409,,448387,2011/03/28,2011/03/28,326662686,gi|326662686|gb|HQ421255.1|[326662686],,
Gracilaria salicornia,PX512891,"Gracilaria salicornia isolate BSSL42 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",627,,172968,2026/01/28,2026/01/28,3146857268,gi|3146857268|gb|PX512891.1|[3146857268],,
Gracilaria salicornia,PX512890,"Gracilaria salicornia isolate TSSL29 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",648,,172968,2026/01/28,2026/01/28,3146857266,gi|3146857266|gb|PX512890.1|[3146857266],,
Gracilaria salicornia,PQ629391,"Gracilaria salicornia voucher GWS002001 18S small subunit ribosomal RNA gene, partial sequence",1683,,172968,2025/11/21,2025/11/21,3006166518,gi|3006166518|gnl|uoguelph|ABMMC1276-07.18S|gb|PQ629391.1|[3006166518],,
Gracilaria salicornia,PV441506,"Gracilaria salicornia voucher XCH-20595 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1002,,172968,2025/04/09,2025/04/09,2949937553,gi|2949937553|gb|PV441506.1|[2949937553],,
Gracilaria salicornia,JBMBRG000000000,"Gracilaria salicornia isolate Q9VURDLAY8, whole genome shotgun sequencing project",20097,,172968,2025/03/29,2025/03/29,2946748423,gi|2946748423|gb|JBMBRG000000000.1|JBMBRG010000000[2946748423],,
Gracilaria salicornia,PV290067,Gracilaria salicornia voucher XCH-20594 chloroplast,1100,,172968,2025/03/29,2025/03/29,2938648363,gi|2938648363|gb|PV290067.1|[2938648363],,
Gracilaria salicornia,PV240360,"Gracilaria salicornia voucher XCH-20593 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1157,,172968,2025/03/26,2025/03/26,2937185346,gi|2937185346|gb|PV240360.1|[2937185346],,
Gracilaria salicornia,PQ799453,"Gracilaria salicornia voucher LZ230414010 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial",663,,172968,2025/02/26,2025/02/26,2916099974,gi|2916099974|gb|PQ799453.1|[2916099974],,
Gracilaria salicornia,PQ799452,"Gracilaria salicornia voucher LZ23041409 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial",663,,172968,2025/02/26,2025/02/26,2916099972,gi|2916099972|gb|PQ799452.1|[2916099972],,
Gracilaria salicornia,PQ799448,"Gracilaria salicornia voucher LZ23041409 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1256,,172968,2025/02/26,2025/02/26,2916099964,gi|2916099964|gb|PQ799448.1|[2916099964],,
Gracilaria salicornia,PQ799447,"Gracilaria salicornia voucher LZ23041408 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1256,,172968,2025/02/26,2025/02/26,2916099962,gi|2916099962|gb|PQ799447.1|[2916099962],,
Gracilaria salicornia,PQ799444,"Gracilaria salicornia voucher LZ23041408 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial",709,,172968,2025/02/26,2025/02/26,2916099956,gi|2916099956|gb|PQ799444.1|[2916099956],,
Gracilaria salicornia,PQ900953,"Gracilaria salicornia voucher VPQBT3688 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883799,gi|2891883799|gb|PQ900953.1|[2891883799],,
Gracilaria salicornia,PQ900952,"Gracilaria salicornia voucher VPQBT3681 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883797,gi|2891883797|gb|PQ900952.1|[2891883797],,
Gracilaria salicornia,PQ900951,"Gracilaria salicornia voucher VPQBT3680 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883795,gi|2891883795|gb|PQ900951.1|[2891883795],,
Gracilaria salicornia,PQ900950,"Gracilaria salicornia voucher VPQBT3679 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883793,gi|2891883793|gb|PQ900950.1|[2891883793],,
Gracilaria salicornia,PQ900949,"Gracilaria salicornia voucher VPQBT3677 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883791,gi|2891883791|gb|PQ900949.1|[2891883791],,
Gracilaria salicornia,PQ900948,"Gracilaria salicornia voucher VNT3650 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883789,gi|2891883789|gb|PQ900948.1|[2891883789],,
Gracilaria salicornia,PQ900947,"Gracilaria salicornia voucher VNT3649 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883787,gi|2891883787|gb|PQ900947.1|[2891883787],,
Gracilaria salicornia,PQ900946,"Gracilaria salicornia voucher VNT3643 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883785,gi|2891883785|gb|PQ900946.1|[2891883785],,
Gracilaria salicornia,PQ900945,"Gracilaria salicornia voucher VNT3641 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883783,gi|2891883783|gb|PQ900945.1|[2891883783],,
Gracilaria salicornia,PQ900944,"Gracilaria salicornia voucher VNT3639 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883781,gi|2891883781|gb|PQ900944.1|[2891883781],,
Gracilaria salicornia,PQ900943,"Gracilaria salicornia voucher VNT3638 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883779,gi|2891883779|gb|PQ900943.1|[2891883779],,
Gracilaria salicornia,PQ900942,"Gracilaria salicornia voucher VNT3636 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883777,gi|2891883777|gb|PQ900942.1|[2891883777],,
Gracilaria salicornia,PQ900941,"Gracilaria salicornia voucher VNT3634 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883775,gi|2891883775|gb|PQ900941.1|[2891883775],,
Gracilaria salicornia,PQ900940,"Gracilaria salicornia voucher VNT3628 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883773,gi|2891883773|gb|PQ900940.1|[2891883773],,
Gracilaria salicornia,PQ900939,"Gracilaria salicornia voucher VNH14 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883771,gi|2891883771|gb|PQ900939.1|[2891883771],,
Gracilaria salicornia,PQ900938,"Gracilaria salicornia voucher VNH13 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883769,gi|2891883769|gb|PQ900938.1|[2891883769],,
