species,accession,title,length,organism,taxid,create_date,update_date,gi,extra,subtype,subname,locus
Gracilaria parvispora,HQ322030,"Gracilaria parvispora voucher GM51 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",661,,448387,2011/07/19,2016/07/25,339958618,gi|339958618|gb|HQ322030.1|[339958618],,,COI/cox1
Gracilaria parvispora,HQ322029,"Gracilaria parvispora voucher G143 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",639,,448387,2011/07/19,2016/07/25,339958616,gi|339958616|gb|HQ322029.1|[339958616],,,COI/cox1
Gracilaria parvispora,HQ322028,"Gracilaria parvispora voucher G150 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",642,,448387,2011/07/19,2016/07/25,339958614,gi|339958614|gb|HQ322028.1|[339958614],,,COI/cox1
Gracilaria parvispora,HQ322027,"Gracilaria parvispora voucher G152 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",642,,448387,2011/07/19,2016/07/25,339958612,gi|339958612|gb|HQ322027.1|[339958612],,,COI/cox1
Gracilaria parvispora,EF434945,"Gracilaria parvispora voucher G671 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",1425,,448387,2008/02/28,2016/07/23,151177054,gi|151177054|gb|EF434945.1|[151177054],,,rbcL
Gracilaria parvispora,EF434944,"Gracilaria parvispora voucher G280 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",1425,,448387,2008/02/28,2016/07/23,151177052,gi|151177052|gb|EF434944.1|[151177052],,,rbcL
Gracilaria parvispora,EF434943,"Gracilaria parvispora voucher G435 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",1425,,448387,2008/02/28,2016/07/23,151177050,gi|151177050|gb|EF434943.1|[151177050],,,rbcL
Gracilaria parvispora,EF434942,"Gracilaria parvispora voucher G425 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",1425,,448387,2008/02/28,2016/07/23,151177048,gi|151177048|gb|EF434942.1|[151177048],,,rbcL
Gracilaria parvispora,EF434922,"Gracilaria parvispora voucher G671 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial",1245,,448387,2008/02/28,2016/07/23,151177008,gi|151177008|gb|EF434922.1|[151177008],,,COI/cox1
Gracilaria parvispora,EF434921,"Gracilaria parvispora voucher G425 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial",1245,,448387,2008/02/28,2016/07/23,151177006,gi|151177006|gb|EF434921.1|[151177006],,,COI/cox1
Gracilaria parvispora,KF475739,"Gracilaria parvispora voucher GB0601 23S ribosomal RNA (UPA) gene, partial sequence; chloroplast",378,,448387,2015/07/31,2015/07/31,545910545,gi|545910545|gb|KF475739.1|[545910545],,,23S
Gracilaria parvispora,KC113595,"Gracilaria parvispora isolate G718 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1367,,448387,2013/02/02,2013/02/02,443909698,gi|443909698|gb|KC113595.1|[443909698],,,COI/cox1
Gracilaria parvispora,KC113594,"Gracilaria parvispora isolate G435 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1367,,448387,2013/02/02,2013/02/02,443909696,gi|443909696|gb|KC113594.1|[443909696],,,COI/cox1
Gracilaria parvispora,KC113593,"Gracilaria parvispora isolate G280 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1343,,448387,2013/02/02,2013/02/02,443909694,gi|443909694|gb|KC113593.1|[443909694],,,COI/cox1
Gracilaria parvispora,KC113592,"Gracilaria parvispora isolate 482 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1367,,448387,2013/02/02,2013/02/02,443909692,gi|443909692|gb|KC113592.1|[443909692],,,COI/cox1
Gracilaria parvispora,KC113591,"Gracilaria parvispora isolate 774 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",1366,,448387,2013/02/02,2013/02/02,443909690,gi|443909690|gb|KC113591.1|[443909690],,,COI/cox1
Gracilaria parvispora,KC113590,"Gracilaria parvispora isolate 111 cytochrome c oxidase subunit 1 (cox1) gene, partial cds; mitochondrial",677,,448387,2013/02/02,2013/02/02,443909688,gi|443909688|gb|KC113590.1|[443909688],,,COI/cox1
Gracilaria parvispora,HQ422915,"Gracilaria parvispora voucher ARS03514 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",616,,448387,2011/04/04,2011/04/04,327243864,gi|327243864|gb|HQ422915.1|[327243864],,,COI/cox1
Gracilaria parvispora,HQ421541,"Gracilaria parvispora voucher ARS00778 23S ribosomal RNA gene, partial sequence; plastid",409,,448387,2011/03/28,2011/03/28,326662972,gi|326662972|gb|HQ421541.1|[326662972],,,23S
Gracilaria parvispora,HQ421512,"Gracilaria parvispora voucher ARS00950 23S ribosomal RNA gene, partial sequence; plastid",369,,448387,2011/03/28,2011/03/28,326662943,gi|326662943|gb|HQ421512.1|[326662943],,,23S
Gracilaria parvispora,HQ421511,"Gracilaria parvispora voucher ARS00949 23S ribosomal RNA gene, partial sequence; plastid",369,,448387,2011/03/28,2011/03/28,326662942,gi|326662942|gb|HQ421511.1|[326662942],,,23S
Gracilaria parvispora,HQ421390,"Gracilaria parvispora voucher ARS04467 23S ribosomal RNA gene, partial sequence; plastid",409,,448387,2011/03/28,2011/03/28,326662821,gi|326662821|gb|HQ421390.1|[326662821],,,23S
Gracilaria parvispora,HQ421281,"Gracilaria parvispora voucher ARS03606 23S ribosomal RNA gene, partial sequence; plastid",409,,448387,2011/03/28,2011/03/28,326662712,gi|326662712|gb|HQ421281.1|[326662712],,,23S
Gracilaria parvispora,HQ421269,"Gracilaria parvispora voucher ARS03514 23S ribosomal RNA gene, partial sequence; plastid",409,,448387,2011/03/28,2011/03/28,326662700,gi|326662700|gb|HQ421269.1|[326662700],,,23S
Gracilaria parvispora,HQ421255,"Gracilaria parvispora voucher ARS03577 23S ribosomal RNA gene, partial sequence; plastid",409,,448387,2011/03/28,2011/03/28,326662686,gi|326662686|gb|HQ421255.1|[326662686],,,23S
Gracilaria salicornia,PX512891,"Gracilaria salicornia isolate BSSL42 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",627,,172968,2026/01/28,2026/01/28,3146857268,gi|3146857268|gb|PX512891.1|[3146857268],,,rbcL
Gracilaria salicornia,PX512890,"Gracilaria salicornia isolate TSSL29 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",648,,172968,2026/01/28,2026/01/28,3146857266,gi|3146857266|gb|PX512890.1|[3146857266],,,rbcL
Gracilaria salicornia,PQ629391,"Gracilaria salicornia voucher GWS002001 18S small subunit ribosomal RNA gene, partial sequence",1683,,172968,2025/11/21,2025/11/21,3006166518,gi|3006166518|gnl|uoguelph|ABMMC1276-07.18S|gb|PQ629391.1|[3006166518],,,18S/SSU
Gracilaria salicornia,PV441506,"Gracilaria salicornia voucher XCH-20595 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1002,,172968,2025/04/09,2025/04/09,2949937553,gi|2949937553|gb|PV441506.1|[2949937553],,,rbcL
Gracilaria salicornia,JBMBRG000000000,"Gracilaria salicornia isolate Q9VURDLAY8, whole genome shotgun sequencing project",20097,,172968,2025/03/29,2025/03/29,2946748423,gi|2946748423|gb|JBMBRG000000000.1|JBMBRG010000000[2946748423],,,WGS
Gracilaria salicornia,PV290067,Gracilaria salicornia voucher XCH-20594 chloroplast,1100,,172968,2025/03/29,2025/03/29,2938648363,gi|2938648363|gb|PV290067.1|[2938648363],,,chloroplast
Gracilaria salicornia,PV240360,"Gracilaria salicornia voucher XCH-20593 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1157,,172968,2025/03/26,2025/03/26,2937185346,gi|2937185346|gb|PV240360.1|[2937185346],,,rbcL
Gracilaria salicornia,PQ799453,"Gracilaria salicornia voucher LZ230414010 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial",663,,172968,2025/02/26,2025/02/26,2916099974,gi|2916099974|gb|PQ799453.1|[2916099974],,,COI/cox1
Gracilaria salicornia,PQ799452,"Gracilaria salicornia voucher LZ23041409 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial",663,,172968,2025/02/26,2025/02/26,2916099972,gi|2916099972|gb|PQ799452.1|[2916099972],,,COI/cox1
Gracilaria salicornia,PQ799448,"Gracilaria salicornia voucher LZ23041409 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1256,,172968,2025/02/26,2025/02/26,2916099964,gi|2916099964|gb|PQ799448.1|[2916099964],,,rbcL
Gracilaria salicornia,PQ799447,"Gracilaria salicornia voucher LZ23041408 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",1256,,172968,2025/02/26,2025/02/26,2916099962,gi|2916099962|gb|PQ799447.1|[2916099962],,,rbcL
Gracilaria salicornia,PQ799444,"Gracilaria salicornia voucher LZ23041408 cytochrome c oxidase subunit I (cox1) gene, partial cds; mitochondrial",709,,172968,2025/02/26,2025/02/26,2916099956,gi|2916099956|gb|PQ799444.1|[2916099956],,,COI/cox1
Gracilaria salicornia,PQ900953,"Gracilaria salicornia voucher VPQBT3688 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883799,gi|2891883799|gb|PQ900953.1|[2891883799],,,COI/cox1
Gracilaria salicornia,PQ900952,"Gracilaria salicornia voucher VPQBT3681 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883797,gi|2891883797|gb|PQ900952.1|[2891883797],,,COI/cox1
Gracilaria salicornia,PQ900951,"Gracilaria salicornia voucher VPQBT3680 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883795,gi|2891883795|gb|PQ900951.1|[2891883795],,,COI/cox1
Gracilaria salicornia,PQ900950,"Gracilaria salicornia voucher VPQBT3679 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883793,gi|2891883793|gb|PQ900950.1|[2891883793],,,COI/cox1
Gracilaria salicornia,PQ900949,"Gracilaria salicornia voucher VPQBT3677 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883791,gi|2891883791|gb|PQ900949.1|[2891883791],,,COI/cox1
Gracilaria salicornia,PQ900948,"Gracilaria salicornia voucher VNT3650 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883789,gi|2891883789|gb|PQ900948.1|[2891883789],,,COI/cox1
Gracilaria salicornia,PQ900947,"Gracilaria salicornia voucher VNT3649 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883787,gi|2891883787|gb|PQ900947.1|[2891883787],,,COI/cox1
Gracilaria salicornia,PQ900946,"Gracilaria salicornia voucher VNT3643 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883785,gi|2891883785|gb|PQ900946.1|[2891883785],,,COI/cox1
Gracilaria salicornia,PQ900945,"Gracilaria salicornia voucher VNT3641 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883783,gi|2891883783|gb|PQ900945.1|[2891883783],,,COI/cox1
Gracilaria salicornia,PQ900944,"Gracilaria salicornia voucher VNT3639 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883781,gi|2891883781|gb|PQ900944.1|[2891883781],,,COI/cox1
Gracilaria salicornia,PQ900943,"Gracilaria salicornia voucher VNT3638 cytochrome c oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",857,,172968,2025/01/27,2025/01/27,2891883779,gi|2891883779|gb|PQ900943.1|[2891883779],,,COI/cox1
